,Departamento,Year,Month,Rain_month,Temp_month,Humi_month,Day_primary,Day_secondary,Rain_day_prim,Temp_day_prim,Humi_day_prim,Rain_day_sec,Temp_day_sec,Humi_day_sec,Rain_day_avg,Temp_day_avg,Humi_day_avg
2488,CESAR,2009,2,0.0,29.218351946475742,55.57848913553427,2,23,,27.575000000000003,65.125,,28.60833333333333,61.41666666666666,,28.09166666666667,63.27083333333333
2489,CESAR,2009,3,58.0,28.627342750143395,64.89974478084814,3,22,,28.34583333333333,66.25,,28.591666666666665,64.875,,28.46875,65.5625
2490,CESAR,2009,4,34.3,29.297758723718985,68.40432148232608,4,21,,29.3625,67.375,,28.36666666666667,69.04166666666667,,28.864583333333336,68.20833333333334
2491,CESAR,2009,5,108.60000000000001,26.979698982777396,77.87127211020203,5,20,,29.008333333333336,65.25,,28.23478260869565,69.08695652173913,,28.621557971014493,67.16847826086956
2492,CESAR,2009,6,,22.264036270214085,77.805451340003,6,19,,28.220833333333346,64.83333333333333,,28.34583333333333,66.29166666666667,,28.28333333333334,65.5625
2493,CESAR,2009,7,,24.016301982457314,62.00339397947811,7,18,,28.462499999999995,68.41666666666667,,28.369565217391305,59.95652173913044,,28.41603260869565,64.18659420289856
2494,CESAR,2009,8,,23.28487660768106,73.47368525757712,8,17,,28.0625,66.08333333333333,,27.633333333333336,62.875,,27.84791666666667,64.47916666666666
2495,CESAR,2009,9,,26.57732036366905,70.84169659257846,9,16,,28.118181818181824,61.63636363636363,,27.38333333333333,59.625,,27.750757575757575,60.63068181818181
2496,CESAR,2009,10,,28.922067554932212,70.63183730715288,10,15,,28.05,56.79166666666666,,27.687500000000004,61.458333333333336,,27.868750000000002,59.125
2497,CESAR,2009,11,,28.509234653825843,74.06844716960956,11,14,,28.0625,62.54166666666666,,28.10416666666667,60.04166666666666,,28.083333333333336,61.29166666666666
2498,CESAR,2009,12,,21.246265340152224,69.80337297908905,12,13,,25.6875,65.875,,29.75555555555556,55.44444444444444,,27.72152777777778,60.65972222222222
2499,CESAR,2010,1,,21.6716961519343,62.583907695545285,1,24,,22.54861111111111,55.888888888888886,,22.069642857142856,68.73214285714286,,22.309126984126983,62.31051587301587
2500,CESAR,2010,2,,22.96594328412407,69.9913399434858,2,23,,20.883823529411767,66.1470588235294,,22.308571428571423,72.75714285714285,,21.596197478991595,69.45210084033613
2501,CESAR,2010,3,,24.337547870068725,72.6203166362751,3,22,,21.34722222222221,58.72222222222222,,23.59305555555556,62.19444444444444,,22.470138888888883,60.45833333333333
2502,CESAR,2010,4,,24.22670262173035,77.59894218086701,4,21,,21.99305555555556,58.73611111111112,,23.33055555555556,56.79166666666666,,22.66180555555556,57.763888888888886
2503,CESAR,2010,5,,24.339419999533604,77.7125633647451,5,20,,22.038888888888884,58.52777777777778,,23.448611111111116,48.27777777777778,,22.74375,53.40277777777778
2504,CESAR,2010,6,,23.42180261174318,81.60761412396019,6,19,,21.534722222222214,67.15277777777777,,23.70833333333333,52.888888888888886,,22.62152777777777,60.02083333333333
2505,CESAR,2010,7,,23.072708596884716,82.64793181906437,7,18,,22.48333333333333,64.16666666666667,,23.320833333333333,58.0,,22.90208333333333,61.083333333333336
2506,CESAR,2010,8,,23.414956525141612,77.75363671170092,8,17,,21.9,57.60714285714285,,22.73888888888888,63.458333333333336,,22.31944444444444,60.53273809523809
2507,CESAR,2010,9,,23.469676521369365,83.84632821476843,9,16,,17.395652173913046,61.833333333333336,,23.504477611940302,55.865671641791046,,20.450064892926676,58.84950248756219
2508,CESAR,2010,10,,23.51211989729373,84.83767965258937,10,15,,15.070833333333333,77.29166666666667,,22.49861111111112,60.5,,18.78472222222223,68.89583333333334
2509,CESAR,2010,11,,21.804909285793883,86.63879704156173,11,14,,14.2125,83.66666666666667,,21.58194444444444,65.5,,17.89722222222222,74.58333333333334
2510,CESAR,2010,12,,23.282680605622023,81.86645580260657,12,13,,18.7625,65.55,,22.42413793103448,57.58620689655172,,20.59331896551724,61.56810344827586
2511,CESAR,2011,1,,24.42184015558645,68.66946736094431,1,24,,23.24264705882353,72.77941176470588,,24.486666666666668,65.98333333333333,,23.8646568627451,69.3813725490196
2512,CESAR,2011,2,,24.975462850979575,65.58286807007855,2,23,,23.42028985507247,74.3768115942029,,24.501428571428573,68.17142857142858,,23.960859213250522,71.27412008281574
2513,CESAR,2011,3,,24.342760145397197,70.7096520442946,3,22,,23.552238805970145,69.91044776119404,,24.61363636363636,72.06060606060606,,24.082937584803254,70.98552691090005
2514,CESAR,2011,4,,24.451213291812586,76.56307750128397,4,21,,22.82575757575757,74.06060606060606,,24.071428571428573,64.31746031746032,,23.448593073593074,69.18903318903318
2515,CESAR,2011,5,,24.054915382581843,83.12179059990875,5,20,,23.061764705882357,79.3970588235294,,24.17058823529411,66.11764705882354,,23.616176470588236,72.75735294117646
2516,CESAR,2011,6,,24.585941725741634,80.1705307913147,6,19,,23.66521739130435,77.85507246376811,,23.7875,73.11111111111111,,23.726358695652173,75.4830917874396
2517,CESAR,2011,7,,24.492985961013307,79.1061347293656,7,18,,23.20833333333333,80.8,,25.042424242424246,65.37878787878788,,24.125378787878788,73.08939393939394
2518,CESAR,2011,8,,24.37822245901845,79.11131590387153,8,17,,23.808333333333334,79.63333333333334,,24.05588235294117,72.83823529411765,,23.932107843137253,76.2357843137255
2519,CESAR,2011,9,,24.136868686353225,79.51009070526217,9,16,,25.339705882352945,73.55882352941177,,24.99090909090909,73.6969696969697,,25.165307486631015,73.62789661319073
2520,CESAR,2011,10,,22.89248548470671,85.04392814614157,10,15,,25.281159420289857,68.2463768115942,,25.11515151515152,74.0,,25.19815546772069,71.1231884057971
2521,CESAR,2011,11,,23.19090794606609,86.14951123812116,11,14,,25.930434782608703,57.57971014492754,,23.3593220338983,75.05084745762711,,24.644878408253504,66.31527880127733
2522,CESAR,2011,12,,23.48584364670862,77.43044680240801,12,13,,25.5463768115942,53.34782608695652,,25.107462686567164,63.59701492537314,,25.32691974908068,58.47242050616483
2523,CESAR,2012,1,,23.988142950522313,65.37448258330106,1,24,,24.93802816901408,58.267605633802816,,23.83333333333333,73.63888888888889,,24.3856807511737,65.95324726134585
2524,CESAR,2012,2,,22.48738540933615,65.15256685432794,2,23,,23.918055555555565,67.72222222222223,,23.719718309859143,70.70422535211267,,23.818886932707354,69.21322378716745
2525,CESAR,2012,3,,23.875872947593898,68.94986573309414,3,22,,23.418055555555554,75.95833333333333,,23.72500000000001,63.31944444444444,,23.57152777777778,69.63888888888889
2526,CESAR,2012,4,,24.02898533795365,81.77398939530904,4,21,,23.549295774647884,74.4,,24.294444444444444,52.66666666666666,,23.921870109546163,63.53333333333333
2527,CESAR,2012,5,,24.383268747054828,84.45055201083389,5,20,,23.929166666666664,68.19444444444444,,23.304166666666664,58.5,,23.616666666666664,63.34722222222222
