Departamento,year,month,agg_ValorObservado
ANTIOQUIA,2009,3,75.40546496253856
ANTIOQUIA,2009,4,79.77781269641734
ANTIOQUIA,2009,5,80.765329845975
ANTIOQUIA,2009,6,81.71646051379638
ANTIOQUIA,2009,7,74.76454932576296
ANTIOQUIA,2009,8,77.43331603528802
ANTIOQUIA,2009,9,73.95957533687219
ANTIOQUIA,2009,10,79.38785648574057
ANTIOQUIA,2009,11,81.87396084741218
ANTIOQUIA,2009,12,80.01483781918564
ANTIOQUIA,2010,1,72.27250509164969
ANTIOQUIA,2010,2,74.84341637010677
ANTIOQUIA,2010,3,75.3347559844127
ANTIOQUIA,2010,4,75.18743389041676
ANTIOQUIA,2010,5,79.17213285982871
ANTIOQUIA,2010,6,81.65100046533271
ANTIOQUIA,2010,7,82.96017897091723
ANTIOQUIA,2010,8,80.94852420306965
ANTIOQUIA,2010,9,83.10604306552443
ANTIOQUIA,2010,10,80.14504373177843
ANTIOQUIA,2010,11,81.20380888740394
ANTIOQUIA,2010,12,81.06562167906482
ANTIOQUIA,2011,1,77.60357708852162
ANTIOQUIA,2011,2,78.21212121212122
ANTIOQUIA,2011,3,73.35350553505535
ANTIOQUIA,2011,4,76.50441680187488
ANTIOQUIA,2011,5,75.23424681445279
ANTIOQUIA,2011,6,74.61614055985706
ANTIOQUIA,2011,7,72.66424395639122
ANTIOQUIA,2011,8,70.67283950617283
ANTIOQUIA,2011,9,70.007670353193
ANTIOQUIA,2011,10,74.28915441176471
ANTIOQUIA,2011,11,75.72231303637106
ANTIOQUIA,2011,12,76.0267335004177
ANTIOQUIA,2012,1,76.98015788350757
ANTIOQUIA,2012,2,72.92962659006976
ANTIOQUIA,2012,3,75.77543931344503
ANTIOQUIA,2012,4,63.267754318618046
ANTIOQUIA,2012,5,68.19215589541194
ANTIOQUIA,2012,6,74.52389196675901
ANTIOQUIA,2012,7,71.78554607006181
ANTIOQUIA,2012,8,75.19123038568705
ANTIOQUIA,2012,9,69.74246210228219
ANTIOQUIA,2012,10,75.02560752547687
ANTIOQUIA,2012,11,75.54904067536454
ANTIOQUIA,2012,12,70.39418587136618
ANTIOQUIA,2013,1,63.59595015576324
ANTIOQUIA,2013,2,66.43505499095086
ANTIOQUIA,2013,3,66.12991113189896
ANTIOQUIA,2013,4,67.45854584272328
ANTIOQUIA,2013,5,71.13225543794347
ANTIOQUIA,2013,6,63.3095406360424
ANTIOQUIA,2013,7,59.668859151735084
ANTIOQUIA,2013,8,62.91820303383897
ANTIOQUIA,2013,9,62.64398857439626
ANTIOQUIA,2013,10,61.18014606437652
ANTIOQUIA,2013,11,59.75787728026534
ANTIOQUIA,2013,12,60.81460992907802
ANTIOQUIA,2014,1,58.33937635968093
ANTIOQUIA,2014,2,59.25684485006519
ANTIOQUIA,2014,3,58.86920731707317
ANTIOQUIA,2014,4,59.116578702266374
ANTIOQUIA,2014,5,56.572107358417874
ANTIOQUIA,2014,6,52.85859872611465
ANTIOQUIA,2014,7,51.68688845401174
ANTIOQUIA,2014,8,57.33191210232863
ANTIOQUIA,2014,9,57.04710351377018
ANTIOQUIA,2014,10,63.340225563909776
ANTIOQUIA,2014,11,58.857035703570354
ANTIOQUIA,2014,12,57.52144736842105
ANTIOQUIA,2015,1,54.71197039305768
ANTIOQUIA,2015,2,55.212034792528165
ANTIOQUIA,2015,3,55.828010507396655
ANTIOQUIA,2015,4,59.35104895104895
ANTIOQUIA,2015,5,59.39573403241182
ANTIOQUIA,2015,6,61.9165673420739
ANTIOQUIA,2015,7,64.57184092366901
ANTIOQUIA,2015,8,63.12691391629806
ANTIOQUIA,2015,9,63.403662524525835
ANTIOQUIA,2015,10,70.65479544686127
ANTIOQUIA,2015,11,79.24571028364655
ANTIOQUIA,2015,12,75.24540682414698
ANTIOQUIA,2016,1,74.17761525401593
ANTIOQUIA,2016,2,74.13228257810302
ANTIOQUIA,2016,3,74.28172525554724
ANTIOQUIA,2016,4,78.60551635663887
ANTIOQUIA,2016,5,86.11387819787186
ANTIOQUIA,2016,6,74.53103658536585
ANTIOQUIA,2016,7,73.80656245788977
ANTIOQUIA,2016,8,70.49393373249899
ANTIOQUIA,2016,9,75.89599861835217
ANTIOQUIA,2016,10,85.28677206323795
ANTIOQUIA,2016,11,86.97300050942435
ANTIOQUIA,2016,12,85.72793148880105
ANTIOQUIA,2017,1,80.01705948372614
ANTIOQUIA,2017,2,70.67035033357965
ANTIOQUIA,2017,3,78.04963997965685
ANTIOQUIA,2017,4,77.86420596946913
ANTIOQUIA,2017,5,77.03413093324366
ANTIOQUIA,2017,6,76.80193452954846
ANTIOQUIA,2017,7,73.33248395362597
ANTIOQUIA,2017,8,74.37577921789595
ANTIOQUIA,2017,9,77.20604636490357
ANTIOQUIA,2017,10,80.26359982000488
ANTIOQUIA,2017,11,82.4571189917143
ANTIOQUIA,2017,12,77.65439651066329
ANTIOQUIA,2018,1,77.39709471588402
ANTIOQUIA,2018,2,74.64748523488284
ANTIOQUIA,2018,3,73.7149497749069
ANTIOQUIA,2018,4,80.4546584577971
ANTIOQUIA,2018,5,81.1475490892314
ANTIOQUIA,2018,6,78.2831205246087
ANTIOQUIA,2018,7,74.39982046488927
ANTIOQUIA,2018,8,69.47469458169303
ANTIOQUIA,2018,9,76.64086493033463
ANTIOQUIA,2018,10,79.5667026043239
ANTIOQUIA,2018,11,80.67617036116057
ANTIOQUIA,2018,12,73.21693694812424
ANTIOQUIA,2019,1,68.844604091879
ANTIOQUIA,2019,2,73.37038479392164
ANTIOQUIA,2019,3,75.44463381060415
ANTIOQUIA,2019,4,77.8700765405816
ANTIOQUIA,2019,5,78.36480969106218
ANTIOQUIA,2019,6,74.7952096752401
